location,buckwalter,part of speech,treebank,arabic,meaning
(59:20:1:1),laA,NEG,STEM|POS:NEG|LEM:laA,لَا,
(59:20:2:1),yasotawiY^,V,STEM|POS:V|IMPF|(VIII)|LEM:{sotawaY`^|ROOT:swy|3MS,يَسْتَوِى^,
(59:20:3:1),>aSoHa`bu,N,STEM|POS:N|LEM:>aSoHa`b|ROOT:SHb|MP|NOM,أَصْحَٰبُ,
(59:20:4:1),{l,DET,PREFIX|Al+,ٱل,
(59:20:4:2),n~aAri,N,STEM|POS:N|LEM:naAr|ROOT:nwr|F|GEN,نَّارِ,
(59:20:5:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(59:20:5:2),>aSoHa`bu,N,STEM|POS:N|LEM:>aSoHa`b|ROOT:SHb|MP|NOM,أَصْحَٰبُ,
(59:20:6:1),{lo,DET,PREFIX|Al+,ٱلْ,
(59:20:6:2),jan~api,PN,STEM|POS:PN|LEM:jan~ap|ROOT:jnn|F|GEN,جَنَّةِ,
(59:20:7:1),>aSoHa`bu,N,STEM|POS:N|LEM:>aSoHa`b|ROOT:SHb|MP|NOM,أَصْحَٰبُ,
(59:20:8:1),{lo,DET,PREFIX|Al+,ٱلْ,
(59:20:8:2),jan~api,PN,STEM|POS:PN|LEM:jan~ap|ROOT:jnn|F|GEN,جَنَّةِ,
(59:20:9:1),humu,PRON,STEM|POS:PRON|3MP,هُمُ,
(59:20:10:1),{lo,DET,PREFIX|Al+,ٱلْ,
(59:20:10:2),faA^}izuwna,N,STEM|POS:N|ACT|PCPL|LEM:faA^}izuwn|ROOT:fwz|MP|NOM,فَا^ئِزُونَ,
(59:21:1:1),lawo,COND,STEM|POS:COND|LEM:law,لَوْ,
(59:21:2:1),>anzalo,V,STEM|POS:V|PERF|(IV)|LEM:>anzala|ROOT:nzl|1P,أَنزَلْ,
(59:21:2:2),naA,PRON,SUFFIX|PRON:1P,نَا,
(59:21:3:1),ha`*aA,DEM,STEM|POS:DEM|LEM:ha`*aA|MS,هَٰذَا,
(59:21:4:1),{lo,DET,PREFIX|Al+,ٱلْ,
(59:21:4:2),quro'aAna,PN,STEM|POS:PN|LEM:quro'aAn|ROOT:qrA|M|ACC,قُرْءَانَ,
(59:21:5:1),EalaY`,P,STEM|POS:P|LEM:EalaY`,عَلَىٰ,
(59:21:6:1),jabalK,N,STEM|POS:N|LEM:jabal|ROOT:jbl|M|INDEF|GEN,جَبَلٍ,
(59:21:7:1),l~a,EMPH,PREFIX|l:EMPH+,لَّ,
(59:21:7:2),ra>ayo,V,STEM|POS:V|PERF|LEM:ra'aA|ROOT:rAy|2MS,رَأَيْ,
(59:21:7:3),ta,PRON,SUFFIX|PRON:2MS,تَ,
(59:21:7:4),hu,,PRON,هُ,
(59:21:8:1),xa`$iEFA,N,STEM|POS:N|ACT|PCPL|LEM:xaA$iE|ROOT:x$E|MS|INDEF|ACC,خَٰشِعًا,
(59:21:9:1),m~utaSad~iEFA,N,STEM|POS:N|ACT|PCPL|(V)|LEM:m~utaSad~iE|ROOT:SdE|M|INDEF|ACC,مُّتَصَدِّعًا,
(59:21:10:1),m~ino,P,STEM|POS:P|LEM:min,مِّنْ,
(59:21:11:1),xa$oyapi,N,STEM|POS:N|LEM:xa$oyap|ROOT:x$y|F|GEN,خَشْيَةِ,
(59:21:12:1),{ll~ahi,PN,STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN,ٱللَّهِ,
(59:21:13:1),wa,REM,PREFIX|w:REM+,وَ,
(59:21:13:2),tiloka,DEM,STEM|POS:DEM|LEM:*a`lik|FS,تِلْكَ,
(59:21:14:1),{lo,DET,PREFIX|Al+,ٱلْ,
(59:21:14:2),>amova`lu,N,STEM|POS:N|LEM:maval|ROOT:mvl|MP|NOM,أَمْثَٰلُ,
(59:21:15:1),naDoribu,V,STEM|POS:V|IMPF|LEM:Daraba|ROOT:Drb|1P,نَضْرِبُ,
(59:21:15:2),haA,PRON,SUFFIX|PRON:3FS,هَا,
(59:21:16:1),li,P,PREFIX|l:P+,لِ,
(59:21:16:2),l,DET,PREFIX|Al+,ل,
(59:21:16:3),n~aAsi,N,STEM|POS:N|LEM:n~aAs|ROOT:nws|MP|GEN,نَّاسِ,
(59:21:17:1),laEal~a,ACC,STEM|POS:ACC|LEM:laEal~|SP:<in~,لَعَلَّ,
(59:21:17:2),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(59:21:18:1),yatafak~aru,V,STEM|POS:V|IMPF|(V)|LEM:yatafak~aru|ROOT:fkr|3MP,يَتَفَكَّرُ,
(59:21:18:2),wna,PRON,SUFFIX|PRON:3MP,ونَ,
(59:22:1:1),huwa,PRON,STEM|POS:PRON|3MS,هُوَ,
(59:22:2:1),{ll~ahu,PN,STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM,ٱللَّهُ,
(59:22:3:1),{l~a*iY,REL,STEM|POS:REL|LEM:{l~a*iY|MS,ٱلَّذِى,
(59:22:4:1),laA^,NEG,STEM|POS:NEG|LEM:laA|SP:<in~,لَا^,
(59:22:5:1),<ila`ha,N,STEM|POS:N|LEM:<ila`h|ROOT:Alh|MS|ACC,إِلَٰهَ,
(59:22:6:1),<il~aA,EXP,STEM|POS:EXP|LEM:<il~aA,إِلَّا,
(59:22:7:1),huwa,PRON,STEM|POS:PRON|3MS,هُوَ,
(59:22:8:1),Ea`limu,N,STEM|POS:N|ACT|PCPL|LEM:Ea`lim|ROOT:Elm|M|NOM,عَٰلِمُ,
(59:22:9:1),{lo,DET,PREFIX|Al+,ٱلْ,
(59:22:9:2),gayobi,N,STEM|POS:N|LEM:gayob|ROOT:gyb|M|GEN,غَيْبِ,
(59:22:10:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(59:22:10:2),{l,DET,PREFIX|Al+,ٱل,
(59:22:10:3),$~aha`dapi,N,STEM|POS:N|LEM:$aha`dap|ROOT:$hd|F|GEN,شَّهَٰدَةِ,
(59:22:11:1),huwa,PRON,STEM|POS:PRON|3MS,هُوَ,
(59:22:12:1),{l,DET,PREFIX|Al+,ٱل,
(59:22:12:2),r~aHoma`nu,N,STEM|POS:N|LEM:r~aHoma`n|ROOT:rHm|MS|NOM,رَّحْمَٰنُ,
(59:22:13:1),{l,DET,PREFIX|Al+,ٱل,
(59:22:13:2),r~aHiymu,ADJ,STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|NOM,رَّحِيمُ,
(59:23:1:1),huwa,PRON,STEM|POS:PRON|3MS,هُوَ,
(59:23:2:1),{ll~ahu,PN,STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM,ٱللَّهُ,
(59:23:3:1),{l~a*iY,REL,STEM|POS:REL|LEM:{l~a*iY|MS,ٱلَّذِى,
(59:23:4:1),laA^,NEG,STEM|POS:NEG|LEM:laA|SP:<in~,لَا^,
(59:23:5:1),<ila`ha,N,STEM|POS:N|LEM:<ila`h|ROOT:Alh|MS|ACC,إِلَٰهَ,
(59:23:6:1),<il~aA,EXP,STEM|POS:EXP|LEM:<il~aA,إِلَّا,
(59:23:7:1),huwa,PRON,STEM|POS:PRON|3MS,هُوَ,
(59:23:8:1),{lo,DET,PREFIX|Al+,ٱلْ,
(59:23:8:2),maliku,ADJ,STEM|POS:ADJ|LEM:malik|ROOT:mlk|MS|NOM,مَلِكُ,
(59:23:9:1),{lo,DET,PREFIX|Al+,ٱلْ,
(59:23:9:2),qud~uwsu,ADJ,STEM|POS:ADJ|LEM:qud~uws|ROOT:qds|MS|NOM,قُدُّوسُ,
(59:23:10:1),{l,DET,PREFIX|Al+,ٱل,
(59:23:10:2),s~ala`mu,ADJ,STEM|POS:ADJ|LEM:sala`m|ROOT:slm|M|NOM,سَّلَٰمُ,
(59:23:11:1),{lo,DET,PREFIX|Al+,ٱلْ,
(59:23:11:2),mu&ominu,ADJ,STEM|POS:ADJ|ACT|PCPL|(IV)|LEM:mu&omin|ROOT:Amn|M|NOM,مُؤْمِنُ,
(59:23:12:1),{lo,DET,PREFIX|Al+,ٱلْ,
(59:23:12:2),muhayominu,ADJ,STEM|POS:ADJ|ACT|PCPL|(II)|LEM:muhayomin|ROOT:hmn|M|NOM,مُهَيْمِنُ,
(59:23:13:1),{lo,DET,PREFIX|Al+,ٱلْ,
(59:23:13:2),Eaziyzu,ADJ,STEM|POS:ADJ|LEM:Eaziyz|ROOT:Ezz|MS|NOM,عَزِيزُ,
(59:23:14:1),{lo,DET,PREFIX|Al+,ٱلْ,
(59:23:14:2),jab~aAru,ADJ,STEM|POS:ADJ|LEM:jab~aAr|ROOT:jbr|MS|NOM,جَبَّارُ,
(59:23:15:1),{lo,DET,PREFIX|Al+,ٱلْ,
(59:23:15:2),mutakab~iru,ADJ,STEM|POS:ADJ|ACT|PCPL|(V)|LEM:mutakab~ir|ROOT:kbr|M|NOM,مُتَكَبِّرُ,
(59:23:16:1),suboHa`na,N,STEM|POS:N|LEM:suboHa`n|ROOT:sbH|M|ACC,سُبْحَٰنَ,
(59:23:17:1),{ll~ahi,PN,STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN,ٱللَّهِ,
(59:23:18:1),Ea,P,STEM|POS:P|LEM:Ean,عَ,
(59:23:18:2),m~aA,SUB,STEM|POS:SUB|LEM:maA,مَّا,
(59:23:19:1),yu$oriku,V,STEM|POS:V|IMPF|(IV)|LEM:>a$oraka|ROOT:$rk|3MP,يُشْرِكُ,
(59:23:19:2),wna,PRON,SUFFIX|PRON:3MP,ونَ,
(59:24:1:1),huwa,PRON,STEM|POS:PRON|3MS,هُوَ,
(59:24:2:1),{ll~ahu,PN,STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM,ٱللَّهُ,
(59:24:3:1),{lo,DET,PREFIX|Al+,ٱلْ,
(59:24:3:2),xa`liqu,ADJ,STEM|POS:ADJ|ACT|PCPL|LEM:xa`liq|ROOT:xlq|M|NOM,خَٰلِقُ,
(59:24:4:1),{lo,DET,PREFIX|Al+,ٱلْ,
(59:24:4:2),baAri}u,ADJ,STEM|POS:ADJ|ACT|PCPL|LEM:baAri}|ROOT:brA|M|NOM,بَارِئُ,
(59:24:5:1),{lo,DET,PREFIX|Al+,ٱلْ,
(59:24:5:2),muSaw~iru,ADJ,STEM|POS:ADJ|ACT|PCPL|(II)|LEM:muSaw~ir|ROOT:Swr|M|NOM,مُصَوِّرُ,
(59:24:6:1),la,P,PREFIX|l:P+,لَ,
(59:24:6:2),hu,PRON,STEM|POS:PRON|3MS,هُ,
(59:24:7:1),{lo,DET,PREFIX|Al+,ٱلْ,
(59:24:7:2),>asomaA^'u,N,STEM|POS:N|LEM:{som|ROOT:smw|MP|NOM,أَسْمَا^ءُ,
(59:24:8:1),{lo,DET,PREFIX|Al+,ٱلْ,
(59:24:8:2),HusonaY`,ADJ,STEM|POS:ADJ|LEM:HusonaY`|ROOT:Hsn|FS|NOM,حُسْنَىٰ,
(59:24:9:1),yusab~iHu,V,STEM|POS:V|IMPF|(II)|LEM:sab~aHa|ROOT:sbH|3MS,يُسَبِّحُ,
(59:24:10:1),la,P,PREFIX|l:P+,لَ,
(59:24:10:2),hu,,PRON,هُ,
(59:24:11:1),maA,REL,STEM|POS:REL|LEM:maA,مَا,
(59:24:12:1),fiY,P,STEM|POS:P|LEM:fiY,فِى,
(59:24:13:1),{l,DET,PREFIX|Al+,ٱل,
(59:24:13:2),s~ama`wa`ti,N,STEM|POS:N|LEM:samaA^'|ROOT:smw|FP|GEN,سَّمَٰوَٰتِ,
(59:24:14:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(59:24:14:2),{lo,DET,PREFIX|Al+,ٱلْ,
(59:24:14:3),>aroDi,N,STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN,أَرْضِ,
(59:24:15:1),wa,REM,PREFIX|w:REM+,وَ,
(59:24:15:2),huwa,PRON,STEM|POS:PRON|3MS,هُوَ,
(59:24:16:1),{lo,DET,PREFIX|Al+,ٱلْ,
(59:24:16:2),Eaziyzu,N,STEM|POS:N|LEM:Eaziyz|ROOT:Ezz|MS|NOM,عَزِيزُ,
(59:24:17:1),{lo,DET,PREFIX|Al+,ٱلْ,
(59:24:17:2),Hakiymu,ADJ,STEM|POS:ADJ|LEM:Hakiym|ROOT:Hkm|MS|NOM,حَكِيمُ,
(60:1:1:1),ya`^,VOC,PREFIX|ya+,يَٰ^,
(60:1:1:2),>ay~uhaA,N,STEM|POS:N|LEM:>ay~uhaA|NOM,أَيُّهَا,
(60:1:2:1),{l~a*iyna,REL,STEM|POS:REL|LEM:{l~a*iY|MP,ٱلَّذِينَ,
(60:1:3:1),'aAmanu,V,STEM|POS:V|PERF|(IV)|LEM:'aAmana|ROOT:Amn|3MP,ءَامَنُ,
(60:1:3:2),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(60:1:4:1),laA,PRO,STEM|POS:PRO|LEM:laA,لَا,
(60:1:5:1),tat~axi*u,V,STEM|POS:V|IMPF|(VIII)|LEM:{t~axa*a|ROOT:Ax*|2MP|MOOD:JUS,تَتَّخِذُ,
(60:1:5:2),wA@,PRON,SUFFIX|PRON:2MP,وا@,
(60:1:6:1),Eaduw~i,N,STEM|POS:N|LEM:Eaduw~|ROOT:Edw|M|ACC,عَدُوِّ,
(60:1:6:2),Y,PRON,SUFFIX|PRON:1S,ى,
(60:1:7:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(60:1:7:2),Eaduw~a,N,STEM|POS:N|LEM:Eaduw~|ROOT:Edw|M|ACC,عَدُوَّ,
(60:1:7:3),kumo,PRON,SUFFIX|PRON:2MP,كُمْ,
(60:1:8:1),>awoliyaA^'a,N,STEM|POS:N|LEM:waliY~|ROOT:wly|MP|ACC,أَوْلِيَا^ءَ,
(60:1:9:1),tuloqu,V,STEM|POS:V|IMPF|(IV)|LEM:>aloqaY`^|ROOT:lqy|2MP,تُلْقُ,
(60:1:9:2),wna,PRON,SUFFIX|PRON:2MP,ونَ,
(60:1:10:1),<ilayo,P,STEM|POS:P|LEM:<ilaY`,إِلَيْ,
(60:1:10:2),him,PRON,SUFFIX|PRON:3MP,هِم,
(60:1:11:1),bi,P,PREFIX|bi+,بِ,
(60:1:11:2),{lo,DET,PREFIX|Al+,ٱلْ,
(60:1:11:3),mawad~api,N,STEM|POS:N|LEM:m~awad~ap|ROOT:wdd|F|GEN,مَوَدَّةِ,
(60:1:12:1),wa,CIRC,PREFIX|w:CIRC+,وَ,
(60:1:12:2),qado,CERT,STEM|POS:CERT|LEM:qad,قَدْ,
(60:1:13:1),kafaru,V,STEM|POS:V|PERF|LEM:kafara|ROOT:kfr|3MP,كَفَرُ,
(60:1:13:2),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(60:1:14:1),bi,P,PREFIX|bi+,بِ,
(60:1:14:2),maA,REL,STEM|POS:REL|LEM:maA,مَا,
(60:1:15:1),jaA^'a,V,STEM|POS:V|PERF|LEM:jaA^'a|ROOT:jyA|3MS,جَا^ءَ,
(60:1:15:2),kum,PRON,SUFFIX|PRON:2MP,كُم,
(60:1:16:1),m~ina,P,STEM|POS:P|LEM:min,مِّنَ,
(60:1:17:1),{lo,DET,PREFIX|Al+,ٱلْ,
(60:1:17:2),Haq~i,N,STEM|POS:N|LEM:Haq~|ROOT:Hqq|M|GEN,حَقِّ,
(60:1:18:1),yuxoriju,V,STEM|POS:V|IMPF|(IV)|LEM:>axoraja|ROOT:xrj|3MP,يُخْرِجُ,
(60:1:18:2),wna,PRON,SUFFIX|PRON:3MP,ونَ,
(60:1:19:1),{l,DET,PREFIX|Al+,ٱل,
(60:1:19:2),r~asuwla,N,STEM|POS:N|LEM:rasuwl|ROOT:rsl|M|ACC,رَّسُولَ,
(60:1:20:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(60:1:20:2),<iy~aAkumo,PRON,STEM|POS:PRON|LEM:<iy~aA|2MP,إِيَّاكُمْ,
(60:1:21:1),>an,SUB,STEM|POS:SUB|LEM:>an,أَن,
(60:1:22:1),tu&ominu,V,STEM|POS:V|IMPF|(IV)|LEM:'aAmana|ROOT:Amn|2MP|MOOD:SUBJ,تُؤْمِنُ,
(60:1:22:2),wA@,PRON,SUFFIX|PRON:2MP,وا@,
(60:1:23:1),bi,P,PREFIX|bi+,بِ,
(60:1:23:2),{ll~ahi,PN,STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN,ٱللَّهِ,
(60:1:24:1),rab~i,N,STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN,رَبِّ,
(60:1:24:2),kumo,PRON,SUFFIX|PRON:2MP,كُمْ,
(60:1:25:1),<in,COND,STEM|POS:COND|LEM:<in,إِن,
(60:1:26:1),kun,V,STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|2MP,كُن,
(60:1:26:2),tumo,PRON,SUFFIX|PRON:2MP,تُمْ,
(60:1:27:1),xarajo,V,STEM|POS:V|PERF|LEM:xaraja|ROOT:xrj|2MP,خَرَجْ,
(60:1:27:2),tumo,PRON,SUFFIX|PRON:2MP,تُمْ,
(60:1:28:1),jiha`dFA,N,STEM|POS:N|LEM:jihaAd|ROOT:jhd|M|INDEF|ACC,جِهَٰدًا,
(60:1:29:1),fiY,P,STEM|POS:P|LEM:fiY,فِى,
(60:1:30:1),sabiyli,N,STEM|POS:N|LEM:sabiyl|ROOT:sbl|M|GEN,سَبِيلِ,
(60:1:30:2),Y,PRON,SUFFIX|PRON:1S,ى,
(60:1:31:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(60:1:31:2),{botigaA^'a,N,STEM|POS:N|VN|(VIII)|LEM:{botigaA^'|ROOT:bgy|M|ACC,ٱبْتِغَا^ءَ,
(60:1:32:1),maroDaAti,N,STEM|POS:N|VN|LEM:maroDaAt|ROOT:rDw|FS|GEN,مَرْضَاتِ,
(60:1:32:2),Y,PRON,SUFFIX|PRON:1S,ى,
(60:1:33:1),tusir~u,V,STEM|POS:V|IMPF|(IV)|LEM:>asar~a|ROOT:srr|2MP,تُسِرُّ,
(60:1:33:2),wna,PRON,SUFFIX|PRON:2MP,ونَ,
(60:1:34:1),<ilayo,P,STEM|POS:P|LEM:<ilaY`,إِلَيْ,
(60:1:34:2),him,PRON,SUFFIX|PRON:3MP,هِم,
(60:1:35:1),bi,P,PREFIX|bi+,بِ,
(60:1:35:2),{lo,DET,PREFIX|Al+,ٱلْ,
(60:1:35:3),mawad~api,N,STEM|POS:N|LEM:m~awad~ap|ROOT:wdd|F|GEN,مَوَدَّةِ,
(60:1:36:1),wa,REM,PREFIX|w:REM+,وَ,
(60:1:36:2),>anaA,PRON,STEM|POS:PRON|1S,أَنَا,
(60:1:37:1),>aEolamu,N,STEM|POS:N|LEM:>aEolam|ROOT:Elm|MS|NOM,أَعْلَمُ,
(60:1:38:1),bi,P,PREFIX|bi+,بِ,
(60:1:38:2),maA^,REL,STEM|POS:REL|LEM:maA,مَا^,
(60:1:39:1),>axofayo,V,STEM|POS:V|PERF|(IV)|LEM:>uxofiYa|ROOT:xfy|2MP,أَخْفَيْ,
(60:1:39:2),tumo,PRON,SUFFIX|PRON:2MP,تُمْ,
(60:1:40:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(60:1:40:2),maA^,REL,STEM|POS:REL|LEM:maA,مَا^,
(60:1:41:1),>aEolan,V,STEM|POS:V|PERF|(IV)|LEM:>aEolan|ROOT:Eln|2MP,أَعْلَن,
(60:1:41:2),tumo,PRON,SUFFIX|PRON:2MP,تُمْ,
(60:1:42:1),wa,REM,PREFIX|w:REM+,وَ,
(60:1:42:2),man,COND,STEM|POS:COND|LEM:man,مَن,
(60:1:43:1),yafoEalo,V,STEM|POS:V|IMPF|LEM:faEala|ROOT:fEl|3MS|MOOD:JUS,يَفْعَلْ,
(60:1:43:2),hu,PRON,SUFFIX|PRON:3MS,هُ,
(60:1:44:1),min,P,STEM|POS:P|LEM:min,مِن,
(60:1:44:2),kumo,PRON,SUFFIX|PRON:2MP,كُمْ,
(60:1:45:1),fa,RSLT,PREFIX|f:RSLT+,فَ,
(60:1:45:2),qado,CERT,STEM|POS:CERT|LEM:qad,قَدْ,
(60:1:46:1),Dal~a,V,STEM|POS:V|PERF|LEM:Dal~a|ROOT:Dll|3MS,ضَلَّ,
(60:1:47:1),sawaA^'a,N,STEM|POS:N|LEM:sawaA^'|ROOT:swy|M|ACC,سَوَا^ءَ,
(60:1:48:1),{l,DET,PREFIX|Al+,ٱل,
(60:1:48:2),s~abiyli,N,STEM|POS:N|LEM:sabiyl|ROOT:sbl|M|GEN,سَّبِيلِ,
(60:2:1:1),<in,COND,STEM|POS:COND|LEM:<in,إِن,
(60:2:2:1),yavoqafu,V,STEM|POS:V|IMPF|LEM:vuqifu|ROOT:vqf|3MP|MOOD:JUS,يَثْقَفُ,
(60:2:2:2),w,PRON,SUFFIX|PRON:3MP,و,
(60:2:2:3),kumo,PRON,SUFFIX|PRON:2MP,كُمْ,
(60:2:3:1),yakuwnu,V,STEM|POS:V|IMPF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP|MOOD:JUS,يَكُونُ,
(60:2:3:2),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(60:2:4:1),la,P,PREFIX|l:P+,لَ,
(60:2:4:2),kumo,PRON,STEM|POS:PRON|2MP,كُمْ,
(60:2:5:1),>aEodaA^'F,N,STEM|POS:N|LEM:Eaduw~|ROOT:Edw|MP|INDEF|ACC,أَعْدَا^ءً,
(60:2:6:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(60:2:6:2),yabosuTu,V,STEM|POS:V|IMPF|LEM:basaTa|ROOT:bsT|3MP|MOOD:JUS,يَبْسُطُ,
(60:2:6:3),w^A@,PRON,SUFFIX|PRON:3MP,و^ا@,
(60:2:7:1),<ilayo,P,STEM|POS:P|LEM:<ilaY`,إِلَيْ,
(60:2:7:2),kumo,PRON,SUFFIX|PRON:2MP,كُمْ,
(60:2:8:1),>ayodiya,N,STEM|POS:N|LEM:yad|ROOT:ydy|FP|ACC,أَيْدِيَ,
(60:2:8:2),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(60:2:9:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(60:2:9:2),>alosinata,N,STEM|POS:N|LEM:lisaAn|ROOT:lsn|MP|ACC,أَلْسِنَتَ,
(60:2:9:3),hum,PRON,SUFFIX|PRON:3MP,هُم,
(60:2:10:1),bi,P,PREFIX|bi+,بِ,
(60:2:10:2),{l,DET,PREFIX|Al+,ٱل,
(60:2:10:3),s~uw^'i,N,STEM|POS:N|LEM:suw^'|ROOT:swA|M|GEN,سُّو^ءِ,
(60:2:11:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(60:2:11:2),wad~u,V,STEM|POS:V|PERF|LEM:wad~a|ROOT:wdd|3MP,وَدُّ,
(60:2:11:3),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(60:2:12:1),lawo,SUB,STEM|POS:SUB|LEM:law,لَوْ,
(60:2:13:1),takofuru,V,STEM|POS:V|IMPF|LEM:kafara|ROOT:kfr|2MP,تَكْفُرُ,
(60:2:13:2),wna,PRON,SUFFIX|PRON:2MP,ونَ,
(60:3:1:1),lan,NEG,STEM|POS:NEG|LEM:lan,لَن,
(60:3:2:1),tanfaEa,V,STEM|POS:V|IMPF|LEM:nafaEa|ROOT:nfE|2MS|MOOD:SUBJ,تَنفَعَ,
(60:3:2:2),kumo,PRON,SUFFIX|PRON:2MP,كُمْ,
(60:3:3:1),>aroHaAmu,N,STEM|POS:N|LEM:>aroHaAm|ROOT:rHm|MP|NOM,أَرْحَامُ,
(60:3:3:2),kumo,PRON,SUFFIX|PRON:2MP,كُمْ,
(60:3:4:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(60:3:4:2),laA^,NEG,STEM|POS:NEG|LEM:laA,لَا^,
(60:3:5:1),>awola`du,N,STEM|POS:N|LEM:walad|ROOT:wld|MP|NOM,أَوْلَٰدُ,
(60:3:5:2),kumo,PRON,SUFFIX|PRON:2MP,كُمْ,
(60:3:6:1),yawoma,T,STEM|POS:T|LEM:yawom|ROOT:ywm|M|ACC,يَوْمَ,
(60:3:7:1),{lo,DET,PREFIX|Al+,ٱلْ,
(60:3:7:2),qiya`mapi,N,STEM|POS:N|LEM:qiya`map|ROOT:qwm|F|GEN,قِيَٰمَةِ,
(60:3:8:1),yafoSilu,V,STEM|POS:V|IMPF|LEM:faSala|ROOT:fSl|3MS,يَفْصِلُ,
(60:3:9:1),bayona,LOC,STEM|POS:LOC|LEM:bayon|ROOT:byn|ACC,بَيْنَ,
(60:3:9:2),kumo,PRON,SUFFIX|PRON:2MP,كُمْ,
(60:3:10:1),wa,REM,PREFIX|w:REM+,وَ,
(60:3:10:2),{ll~ahu,PN,STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM,ٱللَّهُ,
(60:3:11:1),bi,P,PREFIX|bi+,بِ,
(60:3:11:2),maA,REL,STEM|POS:REL|LEM:maA,مَا,
(60:3:12:1),taEomalu,V,STEM|POS:V|IMPF|LEM:Eamila|ROOT:Eml|2MP,تَعْمَلُ,
(60:3:12:2),wna,PRON,SUFFIX|PRON:2MP,ونَ,
(60:3:13:1),baSiyrN,N,STEM|POS:N|LEM:baSiyr|ROOT:bSr|MS|INDEF|NOM,بَصِيرٌ,
(60:4:1:1),qado,CERT,STEM|POS:CERT|LEM:qad,قَدْ,
(60:4:2:1),kaAnato,V,STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3FS,كَانَتْ,
(60:4:3:1),la,P,PREFIX|l:P+,لَ,
(60:4:3:2),kumo,PRON,STEM|POS:PRON|2MP,كُمْ,
(60:4:4:1),>usowapN,N,STEM|POS:N|LEM:>usowap|ROOT:Asw|F|INDEF|NOM,أُسْوَةٌ,
(60:4:5:1),HasanapN,ADJ,STEM|POS:ADJ|LEM:Hasanap|ROOT:Hsn|F|INDEF|NOM,حَسَنَةٌ,
(60:4:6:1),fiY^,P,STEM|POS:P|LEM:fiY,فِى^,
(60:4:7:1),<ibora`hiyma,PN,STEM|POS:PN|LEM:<iboraAhiym|M|GEN,إِبْرَٰهِيمَ,
(60:4:8:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(60:4:8:2),{l~a*iyna,REL,STEM|POS:REL|LEM:{l~a*iY|MP,ٱلَّذِينَ,
(60:4:9:1),maEa,LOC,STEM|POS:LOC|LEM:maE|ACC,مَعَ,
(60:4:9:2),hu,^,PRON,هُ,
(60:4:10:1),<i*o,T,STEM|POS:T|LEM:<i*,إِذْ,
(60:4:11:1),qaAlu,V,STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MP,قَالُ,
(60:4:11:2),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(60:4:12:1),li,P,PREFIX|l:P+,لِ,
(60:4:12:2),qawomi,N,STEM|POS:N|LEM:qawom|ROOT:qwm|M|GEN,قَوْمِ,
(60:4:12:3),himo,PRON,SUFFIX|PRON:3MP,هِمْ,
(60:4:13:1),<in~a,ACC,STEM|POS:ACC|LEM:<in~|SP:<in~,إِنَّ,
(60:4:13:2),A,PRON,SUFFIX|PRON:1P,ا,
(60:4:14:1),bura'a`^&uA@,N,STEM|POS:N|LEM:bariY^'|ROOT:brA|MP|NOM,بُرَءَٰ^ؤُا@,
(60:4:15:1),min,P,STEM|POS:P|LEM:min,مِن,
(60:4:15:2),kumo,PRON,SUFFIX|PRON:2MP,كُمْ,
(60:4:16:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(60:4:16:2),mi,P,STEM|POS:P|LEM:min,مِ,
(60:4:16:3),m~aA,REL,STEM|POS:REL|LEM:maA,مَّا,
